session,paper_id,paper_title,author_order,author_name,author_affil_ids,author_is_eca,affiliations_resolved
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",1,S-W. Hsieh,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",2,Y-S. Chen,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",3,P-Y. Tsai,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",4,M-H. Lin,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",5,C-Y. Cheng,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",6,L-F. Hsu,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",7,P-H. Huang,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",8,H-W. Chih,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",9,P-H. Chiang,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",10,C-M. Chang,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",11,M-H. Chiang,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",12,C-H. Yuan,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",13,S-P. Kuo,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",14,V. Uggu,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",15,C-K. Chan,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",16,M-E. D. Shih,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",17,Y-C. Tseng,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",18,H-P. Cheng,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",19,S. Huang,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",20,C-P. Chen,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",21,S. Chang,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",22,C-M. Wang,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",23,P-Y. Yeh,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",24,J. Liu,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",25,Y-C. Chang,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",26,C-C. Ju,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.8,"MADiC: A 3nm 7.4TOPS/mm2, 17.4TOPS/W Generative Diffusion Accelerator Enabled by Hardware-Compiler Co-Optimization of Memory Hierarchy and Operator Parallelism",27,Y. K. Jou,,False,"MediaTek, Hsinchu, Taiwan"
SESSION 2,2.9,A 0.24mJ/Frame Quadratic Interpolation 4DGS Processor with Recursive Computation Reuse and Tree-Based Parallel-Rendering,1,X. Yang,,False,"Tsinghua University, Beijing, China"
SESSION 2,2.9,A 0.24mJ/Frame Quadratic Interpolation 4DGS Processor with Recursive Computation Reuse and Tree-Based Parallel-Rendering,2,Y. Wang,,False,"Tsinghua University, Beijing, China"
SESSION 2,2.9,A 0.24mJ/Frame Quadratic Interpolation 4DGS Processor with Recursive Computation Reuse and Tree-Based Parallel-Rendering,3,W. Xu,,False,"Tsinghua University, Beijing, China"
SESSION 2,2.9,A 0.24mJ/Frame Quadratic Interpolation 4DGS Processor with Recursive Computation Reuse and Tree-Based Parallel-Rendering,4,Y. Qin,,False,"Tsinghua University, Beijing, China"
SESSION 2,2.9,A 0.24mJ/Frame Quadratic Interpolation 4DGS Processor with Recursive Computation Reuse and Tree-Based Parallel-Rendering,5,H. Wang,,False,"Tsinghua University, Beijing, China"
SESSION 2,2.9,A 0.24mJ/Frame Quadratic Interpolation 4DGS Processor with Recursive Computation Reuse and Tree-Based Parallel-Rendering,6,R. Guo,,False,"Tsinghua University, Beijing, China"
SESSION 2,2.9,A 0.24mJ/Frame Quadratic Interpolation 4DGS Processor with Recursive Computation Reuse and Tree-Based Parallel-Rendering,7,Z. Yue,,False,"Tsinghua University, Beijing, China"
SESSION 2,2.9,A 0.24mJ/Frame Quadratic Interpolation 4DGS Processor with Recursive Computation Reuse and Tree-Based Parallel-Rendering,8,J. Gu,,False,"Tsinghua University, Beijing, China"
SESSION 2,2.9,A 0.24mJ/Frame Quadratic Interpolation 4DGS Processor with Recursive Computation Reuse and Tree-Based Parallel-Rendering,9,S. Wei,,False,"Tsinghua University, Beijing, China"
SESSION 2,2.9,A 0.24mJ/Frame Quadratic Interpolation 4DGS Processor with Recursive Computation Reuse and Tree-Based Parallel-Rendering,10,Y. Hu,,False,"Tsinghua University, Beijing, China"
SESSION 2,2.9,A 0.24mJ/Frame Quadratic Interpolation 4DGS Processor with Recursive Computation Reuse and Tree-Based Parallel-Rendering,11,S. Yin,,False,"Tsinghua University, Beijing, China"
SESSION 2,2.10,A 1286fps 0.39mJ/Frame Modeling/Rendering Unified 3D GS D S 2 Processor with Locality-Optimized Computation and Reconfigurable Architecture,1,H. Wang,,True,"Tsinghua University, Beijing, China"
SESSION 2,2.10,A 1286fps 0.39mJ/Frame Modeling/Rendering Unified 3D GS D S 2 Processor with Locality-Optimized Computation and Reconfigurable Architecture,2,X. Feng,,True,"Tsinghua University, Beijing, China"
SESSION 2,2.10,A 1286fps 0.39mJ/Frame Modeling/Rendering Unified 3D GS D S 2 Processor with Locality-Optimized Computation and Reconfigurable Architecture,3,W. Gao,,False,"Tsinghua University, Beijing, China"
SESSION 2,2.10,A 1286fps 0.39mJ/Frame Modeling/Rendering Unified 3D GS D S 2 Processor with Locality-Optimized Computation and Reconfigurable Architecture,4,H. Yang,,False,"Tsinghua University, Beijing, China"
SESSION 2,2.10,A 1286fps 0.39mJ/Frame Modeling/Rendering Unified 3D GS D S 2 Processor with Locality-Optimized Computation and Reconfigurable Architecture,5,Y. Liu,,False,"Tsinghua University, Beijing, China"
"SESSION 3 Monday, February 16th, 1:30 PM",3.1,A Multimodal Biosensing System-on-Chip with Integrated D S 1 Wireless Transceiver and Power Management for Stress Monitoring,1,M-H. Chang,1,True,"National Yang Ming Chiao Tung University, Hsinchu, Taiwan"
"SESSION 3 Monday, February 16th, 1:30 PM",3.1,A Multimodal Biosensing System-on-Chip with Integrated D S 1 Wireless Transceiver and Power Management for Stress Monitoring,2,L. Chou,1,True,"National Yang Ming Chiao Tung University, Hsinchu, Taiwan"
"SESSION 3 Monday, February 16th, 1:30 PM",3.1,A Multimodal Biosensing System-on-Chip with Integrated D S 1 Wireless Transceiver and Power Management for Stress Monitoring,3,Y-J. Liu,1,False,"National Yang Ming Chiao Tung University, Hsinchu, Taiwan"
"SESSION 3 Monday, February 16th, 1:30 PM",3.1,A Multimodal Biosensing System-on-Chip with Integrated D S 1 Wireless Transceiver and Power Management for Stress Monitoring,4,C-H. Hsu,1,False,"National Yang Ming Chiao Tung University, Hsinchu, Taiwan"
"SESSION 3 Monday, February 16th, 1:30 PM",3.1,A Multimodal Biosensing System-on-Chip with Integrated D S 1 Wireless Transceiver and Power Management for Stress Monitoring,5,Y-Y. Yang,1,False,"National Yang Ming Chiao Tung University, Hsinchu, Taiwan"
"SESSION 3 Monday, February 16th, 1:30 PM",3.1,A Multimodal Biosensing System-on-Chip with Integrated D S 1 Wireless Transceiver and Power Management for Stress Monitoring,6,B-C. Juan,1,False,"National Yang Ming Chiao Tung University, Hsinchu, Taiwan"
"SESSION 3 Monday, February 16th, 1:30 PM",3.1,A Multimodal Biosensing System-on-Chip with Integrated D S 1 Wireless Transceiver and Power Management for Stress Monitoring,7,G-Y. Lin,1,False,"National Yang Ming Chiao Tung University, Hsinchu, Taiwan"
"SESSION 3 Monday, February 16th, 1:30 PM",3.1,A Multimodal Biosensing System-on-Chip with Integrated D S 1 Wireless Transceiver and Power Management for Stress Monitoring,8,Y-J. Lin,1,False,"National Yang Ming Chiao Tung University, Hsinchu, Taiwan"
"SESSION 3 Monday, February 16th, 1:30 PM",3.1,A Multimodal Biosensing System-on-Chip with Integrated D S 1 Wireless Transceiver and Power Management for Stress Monitoring,9,Y-W. Huang,1,False,"National Yang Ming Chiao Tung University, Hsinchu, Taiwan"
"SESSION 3 Monday, February 16th, 1:30 PM",3.1,A Multimodal Biosensing System-on-Chip with Integrated D S 1 Wireless Transceiver and Power Management for Stress Monitoring,10,N. Kumar,2,False,"National Chung Hsing University, Taichung, Taiwan"
"SESSION 3 Monday, February 16th, 1:30 PM",3.1,A Multimodal Biosensing System-on-Chip with Integrated D S 1 Wireless Transceiver and Power Management for Stress Monitoring,11,S-P. Lin,2,False,"National Chung Hsing University, Taichung, Taiwan"
"SESSION 3 Monday, February 16th, 1:30 PM",3.1,A Multimodal Biosensing System-on-Chip with Integrated D S 1 Wireless Transceiver and Power Management for Stress Monitoring,12,Y-T. Liao,1,False,"National Yang Ming Chiao Tung University, Hsinchu, Taiwan"
"SESSION 3 Monday, February 16th, 1:30 PM",3.2,A Near-Field RF Reflection Transceiver ASIC for Continuous D S 1 Unobtrusive Blood Pressure Monitoring,1,Y. Han,,False,"University of Texas, Austin, TX"
"SESSION 3 Monday, February 16th, 1:30 PM",3.2,A Near-Field RF Reflection Transceiver ASIC for Continuous D S 1 Unobtrusive Blood Pressure Monitoring,2,N. Kumar,,False,"University of Texas, Austin, TX"
"SESSION 3 Monday, February 16th, 1:30 PM",3.2,A Near-Field RF Reflection Transceiver ASIC for Continuous D S 1 Unobtrusive Blood Pressure Monitoring,3,L. Zhao,,False,"University of Texas, Austin, TX"
"SESSION 3 Monday, February 16th, 1:30 PM",3.2,A Near-Field RF Reflection Transceiver ASIC for Continuous D S 1 Unobtrusive Blood Pressure Monitoring,4,J. Y. Adebiyi,,False,"University of Texas, Austin, TX"
"SESSION 3 Monday, February 16th, 1:30 PM",3.2,A Near-Field RF Reflection Transceiver ASIC for Continuous D S 1 Unobtrusive Blood Pressure Monitoring,5,L. Jiang,,False,"University of Texas, Austin, TX"
"SESSION 3 Monday, February 16th, 1:30 PM",3.2,A Near-Field RF Reflection Transceiver ASIC for Continuous D S 1 Unobtrusive Blood Pressure Monitoring,6,H. Lu,,False,"University of Texas, Austin, TX"
"SESSION 3 Monday, February 16th, 1:30 PM",3.2,A Near-Field RF Reflection Transceiver ASIC for Continuous D S 1 Unobtrusive Blood Pressure Monitoring,7,G. Perkins,,False,"University of Texas, Austin, TX"
"SESSION 3 Monday, February 16th, 1:30 PM",3.2,A Near-Field RF Reflection Transceiver ASIC for Continuous D S 1 Unobtrusive Blood Pressure Monitoring,8,H. Tanaka,,False,"University of Texas, Austin, TX"
"SESSION 3 Monday, February 16th, 1:30 PM",3.2,A Near-Field RF Reflection Transceiver ASIC for Continuous D S 1 Unobtrusive Blood Pressure Monitoring,9,D. Akinwande,,False,"University of Texas, Austin, TX"
"SESSION 3 Monday, February 16th, 1:30 PM",3.2,A Near-Field RF Reflection Transceiver ASIC for Continuous D S 1 Unobtrusive Blood Pressure Monitoring,10,Y. Jia,,False,"University of Texas, Austin, TX"
"SESSION 3 Monday, February 16th, 1:30 PM",3.3,A Battery-Powered Hybrid Resonant Pulse-Train Generator with D S 1 Adaptive Frequency Tracking and Residual Energy Recycling for Ultrasonic Implants,1,X. Li,1,True,"Delft University of Technology, Delft, The Netherlands"
"SESSION 3 Monday, February 16th, 1:30 PM",3.3,A Battery-Powered Hybrid Resonant Pulse-Train Generator with D S 1 Adaptive Frequency Tracking and Residual Energy Recycling for Ultrasonic Implants,2,W. Peng,1,True,"Delft University of Technology, Delft, The Netherlands"
"SESSION 3 Monday, February 16th, 1:30 PM",3.3,A Battery-Powered Hybrid Resonant Pulse-Train Generator with D S 1 Adaptive Frequency Tracking and Residual Energy Recycling for Ultrasonic Implants,3,L. Kumar,1,False,"Delft University of Technology, Delft, The Netherlands"
"SESSION 3 Monday, February 16th, 1:30 PM",3.3,A Battery-Powered Hybrid Resonant Pulse-Train Generator with D S 1 Adaptive Frequency Tracking and Residual Energy Recycling for Ultrasonic Implants,4,X. Zhao,1,False,"Delft University of Technology, Delft, The Netherlands"
"SESSION 3 Monday, February 16th, 1:30 PM",3.3,A Battery-Powered Hybrid Resonant Pulse-Train Generator with D S 1 Adaptive Frequency Tracking and Residual Energy Recycling for Ultrasonic Implants,5,C. Huang,2,False,"Iowa State University, Ames, IA"
"SESSION 3 Monday, February 16th, 1:30 PM",3.3,A Battery-Powered Hybrid Resonant Pulse-Train Generator with D S 1 Adaptive Frequency Tracking and Residual Energy Recycling for Ultrasonic Implants,6,S. Du,1,False,"Delft University of Technology, Delft, The Netherlands"
"SESSION 3 Monday, February 16th, 1:30 PM",3.4,An Ultrasound-Powering TX with Standing-Wave Peak Tracking D S 1 Employing Adiabatic Power Sensing Achieving 82% Power-Tracking Accuracy and <90ms Settling Time for Brain Implants,1,M. Gourdouparis,"1,2",False,"imec, Eindhoven, The Netherlands | TU Delft, Delft, The Netherlands"
"SESSION 3 Monday, February 16th, 1:30 PM",3.4,An Ultrasound-Powering TX with Standing-Wave Peak Tracking D S 1 Employing Adiabatic Power Sensing Achieving 82% Power-Tracking Accuracy and <90ms Settling Time for Brain Implants,2,C. Shi,1,False,"imec, Eindhoven, The Netherlands"
"SESSION 3 Monday, February 16th, 1:30 PM",3.4,An Ultrasound-Powering TX with Standing-Wave Peak Tracking D S 1 Employing Adiabatic Power Sensing Achieving 82% Power-Tracking Accuracy and <90ms Settling Time for Brain Implants,3,J. Liu,1,False,"imec, Eindhoven, The Netherlands"
"SESSION 3 Monday, February 16th, 1:30 PM",3.4,An Ultrasound-Powering TX with Standing-Wave Peak Tracking D S 1 Employing Adiabatic Power Sensing Achieving 82% Power-Tracking Accuracy and <90ms Settling Time for Brain Implants,4,Y. He,1,False,"imec, Eindhoven, The Netherlands"
"SESSION 3 Monday, February 16th, 1:30 PM",3.4,An Ultrasound-Powering TX with Standing-Wave Peak Tracking D S 1 Employing Adiabatic Power Sensing Achieving 82% Power-Tracking Accuracy and <90ms Settling Time for Brain Implants,5,S. Stanzione,1,False,"imec, Eindhoven, The Netherlands"
"SESSION 3 Monday, February 16th, 1:30 PM",3.4,An Ultrasound-Powering TX with Standing-Wave Peak Tracking D S 1 Employing Adiabatic Power Sensing Achieving 82% Power-Tracking Accuracy and <90ms Settling Time for Brain Implants,6,W. Serdijn,2,False,"TU Delft, Delft, The Netherlands"
"SESSION 3 Monday, February 16th, 1:30 PM",3.4,An Ultrasound-Powering TX with Standing-Wave Peak Tracking D S 1 Employing Adiabatic Power Sensing Achieving 82% Power-Tracking Accuracy and <90ms Settling Time for Brain Implants,7,Y-H. Liu,1,False,"imec, Eindhoven, The Netherlands"
"SESSION 4 Monday, February 16th, 3:35 PM",4.1,"A 0.64mA, -108.2dB THD+N Class-D Amplifier with Neural-Assisted Pre-Reconfiguration for Smart Power Optimization",1,K. Zhou,,False,"Fudan University, Shanghai, China"
"SESSION 4 Monday, February 16th, 3:35 PM",4.1,"A 0.64mA, -108.2dB THD+N Class-D Amplifier with Neural-Assisted Pre-Reconfiguration for Smart Power Optimization",2,Y. Tang,,False,"Fudan University, Shanghai, China"
"SESSION 4 Monday, February 16th, 3:35 PM",4.1,"A 0.64mA, -108.2dB THD+N Class-D Amplifier with Neural-Assisted Pre-Reconfiguration for Smart Power Optimization",3,Z. Shen,,False,"Fudan University, Shanghai, China"
"SESSION 4 Monday, February 16th, 3:35 PM",4.1,"A 0.64mA, -108.2dB THD+N Class-D Amplifier with Neural-Assisted Pre-Reconfiguration for Smart Power Optimization",4,X. Yang,,False,"Fudan University, Shanghai, China"
"SESSION 4 Monday, February 16th, 3:35 PM",4.1,"A 0.64mA, -108.2dB THD+N Class-D Amplifier with Neural-Assisted Pre-Reconfiguration for Smart Power Optimization",5,T. Qu,,False,"Fudan University, Shanghai, China"
"SESSION 4 Monday, February 16th, 3:35 PM",4.1,"A 0.64mA, -108.2dB THD+N Class-D Amplifier with Neural-Assisted Pre-Reconfiguration for Smart Power Optimization",6,Y. Wang,,False,"Fudan University, Shanghai, China"
"SESSION 4 Monday, February 16th, 3:35 PM",4.1,"A 0.64mA, -108.2dB THD+N Class-D Amplifier with Neural-Assisted Pre-Reconfiguration for Smart Power Optimization",7,S. Ye,,False,"Fudan University, Shanghai, China"
"SESSION 4 Monday, February 16th, 3:35 PM",4.1,"A 0.64mA, -108.2dB THD+N Class-D Amplifier with Neural-Assisted Pre-Reconfiguration for Smart Power Optimization",8,Z. Hong,,False,"Fudan University, Shanghai, China"
"SESSION 4 Monday, February 16th, 3:35 PM",4.1,"A 0.64mA, -108.2dB THD+N Class-D Amplifier with Neural-Assisted Pre-Reconfiguration for Smart Power Optimization",9,J. Xu,,False,"Fudan University, Shanghai, China"
"SESSION 4 Monday, February 16th, 3:35 PM",4.2,"A -102.2dB THD+N, 92% Efficiency, 1.08mW Idle Power Digital-Input Class-D Amplifier with Power-Adaptive Techniques and Dual-Edge Pulse-Width Adjustment Modulator",1,M. Zhang,,False,"TU Delft, Delft, The Netherlands"
"SESSION 4 Monday, February 16th, 3:35 PM",4.2,"A -102.2dB THD+N, 92% Efficiency, 1.08mW Idle Power Digital-Input Class-D Amplifier with Power-Adaptive Techniques and Dual-Edge Pulse-Width Adjustment Modulator",2,H. Zhang,,False,"TU Delft, Delft, The Netherlands"
"SESSION 4 Monday, February 16th, 3:35 PM",4.2,"A -102.2dB THD+N, 92% Efficiency, 1.08mW Idle Power Digital-Input Class-D Amplifier with Power-Adaptive Techniques and Dual-Edge Pulse-Width Adjustment Modulator",3,D. M. Lombardo,,False,"TU Delft, Delft, The Netherlands"
